item,entity id,itemLabel_en,function name
http://www.wikidata.org/entity/Q889,Q889,Afghanistan,Q889_Afghanistan
http://www.wikidata.org/entity/Q222,Q222,Albania,Q222_Albania
http://www.wikidata.org/entity/Q262,Q262,Algeria,Q262_Algeria
http://www.wikidata.org/entity/Q228,Q228,Andorra,Q228_Andorra
http://www.wikidata.org/entity/Q916,Q916,Angola,Q916_Angola
http://www.wikidata.org/entity/Q781,Q781,Antigua and Barbuda,Q781_Antigua_and_Barbuda
http://www.wikidata.org/entity/Q414,Q414,Argentina,Q414_Argentina
http://www.wikidata.org/entity/Q399,Q399,Armenia,Q399_Armenia
http://www.wikidata.org/entity/Q21203,Q21203,Aruba,Q21203_Aruba
http://www.wikidata.org/entity/Q124535978,Q124535978,Ashkenaz,Q124535978_Ashkenaz
http://www.wikidata.org/entity/Q408,Q408,Australia,Q408_Australia
http://www.wikidata.org/entity/Q40,Q40,Austria,Q40_Austria
http://www.wikidata.org/entity/Q63135869,Q63135869,Ayyubid Sultanate,Q63135869_Ayyubid_Sultanate
http://www.wikidata.org/entity/Q227,Q227,Azerbaijan,Q227_Azerbaijan
http://www.wikidata.org/entity/Q398,Q398,Bahrain,Q398_Bahrain
http://www.wikidata.org/entity/Q902,Q902,Bangladesh,Q902_Bangladesh
http://www.wikidata.org/entity/Q244,Q244,Barbados,Q244_Barbados
http://www.wikidata.org/entity/Q184,Q184,Belarus,Q184_Belarus
http://www.wikidata.org/entity/Q31,Q31,Belgium,Q31_Belgium
http://www.wikidata.org/entity/Q242,Q242,Belize,Q242_Belize
http://www.wikidata.org/entity/Q962,Q962,Benin,Q962_Benin
http://www.wikidata.org/entity/Q854850,Q854850,Bharatpur State,Q854850_Bharatpur_State
http://www.wikidata.org/entity/Q917,Q917,Bhutan,Q917_Bhutan
http://www.wikidata.org/entity/Q750,Q750,Bolivia,Q750_Bolivia
http://www.wikidata.org/entity/Q225,Q225,Bosnia and Herzegovina,Q225_Bosnia_and_Herzegovina
http://www.wikidata.org/entity/Q963,Q963,Botswana,Q963_Botswana
http://www.wikidata.org/entity/Q155,Q155,Brazil,Q155_Brazil
http://www.wikidata.org/entity/Q921,Q921,Brunei,Q921_Brunei
http://www.wikidata.org/entity/Q219,Q219,Bulgaria,Q219_Bulgaria
http://www.wikidata.org/entity/Q965,Q965,Burkina Faso,Q965_Burkina_Faso
http://www.wikidata.org/entity/Q967,Q967,Burundi,Q967_Burundi
http://www.wikidata.org/entity/Q424,Q424,Cambodia,Q424_Cambodia
http://www.wikidata.org/entity/Q1009,Q1009,Cameroon,Q1009_Cameroon
http://www.wikidata.org/entity/Q16,Q16,Canada,Q16_Canada
http://www.wikidata.org/entity/Q1011,Q1011,Cape Verde,Q1011_Cape_Verde
http://www.wikidata.org/entity/Q929,Q929,Central African Republic,Q929_Central_African_Republic
http://www.wikidata.org/entity/Q657,Q657,Chad,Q657_Chad
http://www.wikidata.org/entity/Q298,Q298,Chile,Q298_Chile
http://www.wikidata.org/entity/Q29520,Q29520,China,Q29520_China
http://www.wikidata.org/entity/Q124153644,Q124153644,Chinland,Q124153644_Chinland
http://www.wikidata.org/entity/Q739,Q739,Colombia,Q739_Colombia
http://www.wikidata.org/entity/Q970,Q970,Comoros,Q970_Comoros
http://www.wikidata.org/entity/Q26988,Q26988,Cook Islands,Q26988_Cook_Islands
http://www.wikidata.org/entity/Q800,Q800,Costa Rica,Q800_Costa_Rica
http://www.wikidata.org/entity/Q224,Q224,Croatia,Q224_Croatia
http://www.wikidata.org/entity/Q241,Q241,Cuba,Q241_Cuba
http://www.wikidata.org/entity/Q229,Q229,Cyprus,Q229_Cyprus
http://www.wikidata.org/entity/Q213,Q213,Czech Republic,Q213_Czech_Republic
http://www.wikidata.org/entity/Q974,Q974,Democratic Republic of the Congo,Q974_Democratic_Republic_of_the_Congo
http://www.wikidata.org/entity/Q35,Q35,Denmark,Q35_Denmark
http://www.wikidata.org/entity/Q977,Q977,Djibouti,Q977_Djibouti
http://www.wikidata.org/entity/Q784,Q784,Dominica,Q784_Dominica
http://www.wikidata.org/entity/Q786,Q786,Dominican Republic,Q786_Dominican_Republic
http://www.wikidata.org/entity/Q574,Q574,East Timor,Q574_East_Timor
http://www.wikidata.org/entity/Q736,Q736,Ecuador,Q736_Ecuador
http://www.wikidata.org/entity/Q79,Q79,Egypt,Q79_Egypt
http://www.wikidata.org/entity/Q792,Q792,El Salvador,Q792_El_Salvador
http://www.wikidata.org/entity/Q983,Q983,Equatorial Guinea,Q983_Equatorial_Guinea
http://www.wikidata.org/entity/Q986,Q986,Eritrea,Q986_Eritrea
http://www.wikidata.org/entity/Q191,Q191,Estonia,Q191_Estonia
http://www.wikidata.org/entity/Q1050,Q1050,Eswatini,Q1050_Eswatini
http://www.wikidata.org/entity/Q115,Q115,Ethiopia,Q115_Ethiopia
http://www.wikidata.org/entity/Q4628,Q4628,Faroe Islands,Q4628_Faroe_Islands
http://www.wikidata.org/entity/Q160307,Q160307,Fatimid Caliphate,Q160307_Fatimid_Caliphate
http://www.wikidata.org/entity/Q16674377,Q16674377,Federal Islamic Republic of the Comoros,Q16674377_Federal_Islamic_Republic_of_the_Comoros
http://www.wikidata.org/entity/Q702,Q702,Federated States of Micronesia,Q702_Federated_States_of_Micronesia
http://www.wikidata.org/entity/Q712,Q712,Fiji,Q712_Fiji
http://www.wikidata.org/entity/Q33,Q33,Finland,Q33_Finland
http://www.wikidata.org/entity/Q129619467,Q129619467,First Republic of Seychelles,Q129619467_First_Republic_of_Seychelles
http://www.wikidata.org/entity/Q142,Q142,France,Q142_France
http://www.wikidata.org/entity/Q28406119,Q28406119,Free Republic of the Congo,Q28406119_Free_Republic_of_the_Congo
http://www.wikidata.org/entity/Q200686,Q200686,French Fifth Republic,Q200686_French_Fifth_Republic
http://www.wikidata.org/entity/Q1000,Q1000,Gabon,Q1000_Gabon
http://www.wikidata.org/entity/Q230,Q230,Georgia,Q230_Georgia
http://www.wikidata.org/entity/Q183,Q183,Germany,Q183_Germany
http://www.wikidata.org/entity/Q117,Q117,Ghana,Q117_Ghana
http://www.wikidata.org/entity/Q1410,Q1410,Gibraltar,Q1410_Gibraltar
http://www.wikidata.org/entity/Q41,Q41,Greece,Q41_Greece
http://www.wikidata.org/entity/Q223,Q223,Greenland,Q223_Greenland
http://www.wikidata.org/entity/Q769,Q769,Grenada,Q769_Grenada
http://www.wikidata.org/entity/Q774,Q774,Guatemala,Q774_Guatemala
http://www.wikidata.org/entity/Q1006,Q1006,Guinea,Q1006_Guinea
http://www.wikidata.org/entity/Q1007,Q1007,Guinea-Bissau,Q1007_Guinea_Bissau
http://www.wikidata.org/entity/Q734,Q734,Guyana,Q734_Guyana
http://www.wikidata.org/entity/Q790,Q790,Haiti,Q790_Haiti
http://www.wikidata.org/entity/Q124536190,Q124536190,Havilah,Q124536190_Havilah
http://www.wikidata.org/entity/Q783,Q783,Honduras,Q783_Honduras
http://www.wikidata.org/entity/Q28,Q28,Hungary,Q28_Hungary
http://www.wikidata.org/entity/Q189,Q189,Iceland,Q189_Iceland
http://www.wikidata.org/entity/Q11352710,Q11352710,Ikikoku,Q11352710_Ikikoku
http://www.wikidata.org/entity/Q668,Q668,India,Q668_India
http://www.wikidata.org/entity/Q252,Q252,Indonesia,Q252_Indonesia
http://www.wikidata.org/entity/Q794,Q794,Iran,Q794_Iran
http://www.wikidata.org/entity/Q796,Q796,Iraq,Q796_Iraq
http://www.wikidata.org/entity/Q27,Q27,Ireland,Q27_Ireland
http://www.wikidata.org/entity/Q801,Q801,Israel,Q801_Israel
http://www.wikidata.org/entity/Q38,Q38,Italy,Q38_Italy
http://www.wikidata.org/entity/Q1008,Q1008,Ivory Coast,Q1008_Ivory_Coast
http://www.wikidata.org/entity/Q766,Q766,Jamaica,Q766_Jamaica
http://www.wikidata.org/entity/Q17,Q17,Japan,Q17_Japan
http://www.wikidata.org/entity/Q810,Q810,Jordan,Q810_Jordan
http://www.wikidata.org/entity/Q232,Q232,Kazakhstan,Q232_Kazakhstan
http://www.wikidata.org/entity/Q114,Q114,Kenya,Q114_Kenya
http://www.wikidata.org/entity/Q126362486,Q126362486,Kerajaan Patipi,Q126362486_Kerajaan_Patipi
http://www.wikidata.org/entity/Q127861,Q127861,Khedivate of Egypt,Q127861_Khedivate_of_Egypt
http://www.wikidata.org/entity/Q756617,Q756617,Kingdom of Denmark,Q756617_Kingdom_of_Denmark
http://www.wikidata.org/entity/Q124943,Q124943,Kingdom of Egypt,Q124943_Kingdom_of_Egypt
http://www.wikidata.org/entity/Q29999,Q29999,Kingdom of the Netherlands,Q29999_Kingdom_of_the_Netherlands
http://www.wikidata.org/entity/Q710,Q710,Kiribati,Q710_Kiribati
http://www.wikidata.org/entity/Q18097,Q18097,Korea,Q18097_Korea
http://www.wikidata.org/entity/Q1246,Q1246,Kosovo,Q1246_Kosovo
http://www.wikidata.org/entity/Q817,Q817,Kuwait,Q817_Kuwait
http://www.wikidata.org/entity/Q813,Q813,Kyrgyzstan,Q813_Kyrgyzstan
http://www.wikidata.org/entity/Q819,Q819,Laos,Q819_Laos
http://www.wikidata.org/entity/Q211,Q211,Latvia,Q211_Latvia
http://www.wikidata.org/entity/Q822,Q822,Lebanon,Q822_Lebanon
http://www.wikidata.org/entity/Q1013,Q1013,Lesotho,Q1013_Lesotho
http://www.wikidata.org/entity/Q1014,Q1014,Liberia,Q1014_Liberia
http://www.wikidata.org/entity/Q1016,Q1016,Libya,Q1016_Libya
http://www.wikidata.org/entity/Q347,Q347,Liechtenstein,Q347_Liechtenstein
http://www.wikidata.org/entity/Q37,Q37,Lithuania,Q37_Lithuania
http://www.wikidata.org/entity/Q2969231,Q2969231,Liuqiu,Q2969231_Liuqiu
http://www.wikidata.org/entity/Q32,Q32,Luxembourg,Q32_Luxembourg
http://www.wikidata.org/entity/Q1019,Q1019,Madagascar,Q1019_Madagascar
http://www.wikidata.org/entity/Q1020,Q1020,Malawi,Q1020_Malawi
http://www.wikidata.org/entity/Q833,Q833,Malaysia,Q833_Malaysia
http://www.wikidata.org/entity/Q826,Q826,Maldives,Q826_Maldives
http://www.wikidata.org/entity/Q912,Q912,Mali,Q912_Mali
http://www.wikidata.org/entity/Q6744020,Q6744020,Mallabhum,Q6744020_Mallabhum
http://www.wikidata.org/entity/Q233,Q233,Malta,Q233_Malta
http://www.wikidata.org/entity/Q709,Q709,Marshall Islands,Q709_Marshall_Islands
http://www.wikidata.org/entity/Q1025,Q1025,Mauritania,Q1025_Mauritania
http://www.wikidata.org/entity/Q1027,Q1027,Mauritius,Q1027_Mauritius
http://www.wikidata.org/entity/Q96,Q96,Mexico,Q96_Mexico
http://www.wikidata.org/entity/Q217,Q217,Moldova,Q217_Moldova
http://www.wikidata.org/entity/Q235,Q235,Monaco,Q235_Monaco
http://www.wikidata.org/entity/Q711,Q711,Mongolia,Q711_Mongolia
http://www.wikidata.org/entity/Q236,Q236,Montenegro,Q236_Montenegro
http://www.wikidata.org/entity/Q1028,Q1028,Morocco,Q1028_Morocco
http://www.wikidata.org/entity/Q1029,Q1029,Mozambique,Q1029_Mozambique
http://www.wikidata.org/entity/Q836,Q836,Myanmar,Q836_Myanmar
http://www.wikidata.org/entity/Q1030,Q1030,Namibia,Q1030_Namibia
http://www.wikidata.org/entity/Q697,Q697,Nauru,Q697_Nauru
http://www.wikidata.org/entity/Q837,Q837,Nepal,Q837_Nepal
http://www.wikidata.org/entity/Q55,Q55,Netherlands,Q55_Netherlands
http://www.wikidata.org/entity/Q664,Q664,New Zealand,Q664_New_Zealand
http://www.wikidata.org/entity/Q811,Q811,Nicaragua,Q811_Nicaragua
http://www.wikidata.org/entity/Q1032,Q1032,Niger,Q1032_Niger
http://www.wikidata.org/entity/Q1033,Q1033,Nigeria,Q1033_Nigeria
http://www.wikidata.org/entity/Q34020,Q34020,Niue,Q34020_Niue
http://www.wikidata.org/entity/Q423,Q423,North Korea,Q423_North_Korea
http://www.wikidata.org/entity/Q221,Q221,North Macedonia,Q221_North_Macedonia
http://www.wikidata.org/entity/Q20,Q20,Norway,Q20_Norway
http://www.wikidata.org/entity/Q842,Q842,Oman,Q842_Oman
http://www.wikidata.org/entity/Q843,Q843,Pakistan,Q843_Pakistan
http://www.wikidata.org/entity/Q695,Q695,Palau,Q695_Palau
http://www.wikidata.org/entity/Q804,Q804,Panama,Q804_Panama
http://www.wikidata.org/entity/Q691,Q691,Papua New Guinea,Q691_Papua_New_Guinea
http://www.wikidata.org/entity/Q733,Q733,Paraguay,Q733_Paraguay
http://www.wikidata.org/entity/Q148,Q148,People's Republic of China,Q148_Peoples_Republic_of_China
http://www.wikidata.org/entity/Q125422413,Q125422413,Persia,Q125422413_Persia
http://www.wikidata.org/entity/Q419,Q419,Peru,Q419_Peru
http://www.wikidata.org/entity/Q928,Q928,Philippines,Q928_Philippines
http://www.wikidata.org/entity/Q36,Q36,Poland,Q36_Poland
http://www.wikidata.org/entity/Q45,Q45,Portugal,Q45_Portugal
http://www.wikidata.org/entity/Q846,Q846,Qatar,Q846_Qatar
http://www.wikidata.org/entity/Q14905932,Q14905932,Republic of Cuba,Q14905932_Republic_of_Cuba
http://www.wikidata.org/entity/Q319881,Q319881,Republic of Formosa,Q319881_Republic_of_Formosa
http://www.wikidata.org/entity/Q97704156,Q97704156,Republic of Haiti,Q97704156_Republic_of_Haiti
http://www.wikidata.org/entity/Q971,Q971,Republic of the Congo,Q971_Republic_of_the_Congo
http://www.wikidata.org/entity/Q218,Q218,Romania,Q218_Romania
http://www.wikidata.org/entity/Q159,Q159,Russia,Q159_Russia
http://www.wikidata.org/entity/Q1037,Q1037,Rwanda,Q1037_Rwanda
http://www.wikidata.org/entity/Q28025,Q28025,Ryukyu Kingdom,Q28025_Ryukyu_Kingdom
http://www.wikidata.org/entity/Q763,Q763,Saint Kitts and Nevis,Q763_Saint_Kitts_and_Nevis
http://www.wikidata.org/entity/Q760,Q760,Saint Lucia,Q760_Saint_Lucia
http://www.wikidata.org/entity/Q757,Q757,Saint Vincent and the Grenadines,Q757_Saint_Vincent_and_the_Grenadines
http://www.wikidata.org/entity/Q683,Q683,Samoa,Q683_Samoa
http://www.wikidata.org/entity/Q238,Q238,San Marino,Q238_San_Marino
http://www.wikidata.org/entity/Q851,Q851,Saudi Arabia,Q851_Saudi_Arabia
http://www.wikidata.org/entity/Q1041,Q1041,Senegal,Q1041_Senegal
http://www.wikidata.org/entity/Q403,Q403,Serbia,Q403_Serbia
http://www.wikidata.org/entity/Q1042,Q1042,Seychelles,Q1042_Seychelles
http://www.wikidata.org/entity/Q1044,Q1044,Sierra Leone,Q1044_Sierra_Leone
http://www.wikidata.org/entity/Q334,Q334,Singapore,Q334_Singapore
http://www.wikidata.org/entity/Q26273,Q26273,Sint Maarten,Q26273_Sint_Maarten
http://www.wikidata.org/entity/Q214,Q214,Slovakia,Q214_Slovakia
http://www.wikidata.org/entity/Q215,Q215,Slovenia,Q215_Slovenia
http://www.wikidata.org/entity/Q685,Q685,Solomon Islands,Q685_Solomon_Islands
http://www.wikidata.org/entity/Q1045,Q1045,Somalia,Q1045_Somalia
http://www.wikidata.org/entity/Q258,Q258,South Africa,Q258_South_Africa
http://www.wikidata.org/entity/Q884,Q884,South Korea,Q884_South_Korea
http://www.wikidata.org/entity/Q23427,Q23427,South Ossetia,Q23427_South_Ossetia
http://www.wikidata.org/entity/Q958,Q958,South Sudan,Q958_South_Sudan
http://www.wikidata.org/entity/Q130340667,Q130340667,Sovereign State of the Bektashi Order,Q130340667_Sovereign_State_of_the_Bektashi_Order
http://www.wikidata.org/entity/Q29,Q29,Spain,Q29_Spain
http://www.wikidata.org/entity/Q854,Q854,Sri Lanka,Q854_Sri_Lanka
http://www.wikidata.org/entity/Q219060,Q219060,State of Palestine,Q219060_State_of_Palestine
http://www.wikidata.org/entity/Q1049,Q1049,Sudan,Q1049_Sudan
http://www.wikidata.org/entity/Q370173,Q370173,Sultanate of Egypt,Q370173_Sultanate_of_Egypt
http://www.wikidata.org/entity/Q730,Q730,Suriname,Q730_Suriname
http://www.wikidata.org/entity/Q34,Q34,Sweden,Q34_Sweden
http://www.wikidata.org/entity/Q39,Q39,Switzerland,Q39_Switzerland
http://www.wikidata.org/entity/Q858,Q858,Syria,Q858_Syria
http://www.wikidata.org/entity/Q1039,Q1039,São Tomé and Príncipe,Q1039_Sao_Tome_and_Principe
http://www.wikidata.org/entity/Q865,Q865,Taiwan,Q865_Taiwan
http://www.wikidata.org/entity/Q863,Q863,Tajikistan,Q863_Tajikistan
http://www.wikidata.org/entity/Q924,Q924,Tanzania,Q924_Tanzania
http://www.wikidata.org/entity/Q44826,Q44826,Tarshish,Q44826_Tarshish
http://www.wikidata.org/entity/Q869,Q869,Thailand,Q869_Thailand
http://www.wikidata.org/entity/Q778,Q778,The Bahamas,Q778_The_Bahamas
http://www.wikidata.org/entity/Q1005,Q1005,The Gambia,Q1005_The_Gambia
http://www.wikidata.org/entity/Q945,Q945,Togo,Q945_Togo
http://www.wikidata.org/entity/Q678,Q678,Tonga,Q678_Tonga
http://www.wikidata.org/entity/Q907112,Q907112,Transnistria,Q907112_Transnistria
http://www.wikidata.org/entity/Q754,Q754,Trinidad and Tobago,Q754_Trinidad_and_Tobago
http://www.wikidata.org/entity/Q2641492,Q2641492,Triveneto,Q2641492_Triveneto
http://www.wikidata.org/entity/Q11458165,Q11458165,Tsukaikoku,Q11458165_Tsukaikoku
http://www.wikidata.org/entity/Q948,Q948,Tunisia,Q948_Tunisia
http://www.wikidata.org/entity/Q43,Q43,Turkey,Q43_Turkey
http://www.wikidata.org/entity/Q874,Q874,Turkmenistan,Q874_Turkmenistan
http://www.wikidata.org/entity/Q672,Q672,Tuvalu,Q672_Tuvalu
http://www.wikidata.org/entity/Q1036,Q1036,Uganda,Q1036_Uganda
http://www.wikidata.org/entity/Q212,Q212,Ukraine,Q212_Ukraine
http://www.wikidata.org/entity/Q878,Q878,United Arab Emirates,Q878_United_Arab_Emirates
http://www.wikidata.org/entity/Q145,Q145,United Kingdom,Q145_United_Kingdom
http://www.wikidata.org/entity/Q30,Q30,United States,Q30_United_States
http://www.wikidata.org/entity/Q77,Q77,Uruguay,Q77_Uruguay
http://www.wikidata.org/entity/Q265,Q265,Uzbekistan,Q265_Uzbekistan
http://www.wikidata.org/entity/Q686,Q686,Vanuatu,Q686_Vanuatu
http://www.wikidata.org/entity/Q237,Q237,Vatican City,Q237_Vatican_City
http://www.wikidata.org/entity/Q717,Q717,Venezuela,Q717_Venezuela
http://www.wikidata.org/entity/Q881,Q881,Vietnam,Q881_Vietnam
http://www.wikidata.org/entity/Q805,Q805,Yemen,Q805_Yemen
http://www.wikidata.org/entity/Q953,Q953,Zambia,Q953_Zambia
http://www.wikidata.org/entity/Q954,Q954,Zimbabwe,Q954_Zimbabwe
