item,entity id,itemLabel_en,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q15,Q15,Africa,Q15_Africa,Q15_Africa : CountryRegion ;,Q15_Africa = mkNP Africa_N ;,"Africa_N : N = mkN ""Africa"" ;"
http://www.wikidata.org/entity/Q828,Q828,Americas,Q828_Americas,Q828_Americas : CountryRegion ;,Q828_Americas = mkNP Americas_N ;,"Americas_N : N = mkN ""Americas"" ;"
http://www.wikidata.org/entity/Q51,Q51,Antarctica,Q51_Antarctica,Q51_Antarctica : CountryRegion ;,Q51_Antarctica = mkNP Antarctica_N ;,"Antarctica_N : N = mkN ""Antarctica"" ;"
http://www.wikidata.org/entity/Q2218629,Q2218629,Arab states of the Arab Gulf,Q2218629_Arab_states_of_the_Arab_Gulf,Q2218629_Arab_states_of_the_Arab_Gulf : CountryRegion ;,Q2218629_Arab_states_of_the_Arab_Gulf = mkNP Arab_states_of_the_Arab_Gulf_N ;,"Arab_states_of_the_Arab_Gulf_N : N = mkN ""Arab states of the Arab Gulf"" ;"
http://www.wikidata.org/entity/Q143487,Q143487,Arab world,Q143487_Arab_world,Q143487_Arab_world : CountryRegion ;,Q143487_Arab_world = mkNP Arab_world_N ;,"Arab_world_N : N = mkN ""Arab world"" ;"
http://www.wikidata.org/entity/Q48,Q48,Asia,Q48_Asia,Q48_Asia : CountryRegion ;,Q48_Asia = mkNP Asia_N ;,"Asia_N : N = mkN ""Asia"" ;"
http://www.wikidata.org/entity/Q45256,Q45256,Australasia,Q45256_Australasia,Q45256_Australasia : CountryRegion ;,Q45256_Australasia = mkNP Australasia_N ;,"Australasia_N : N = mkN ""Australasia"" ;"
http://www.wikidata.org/entity/Q107323313,Q107323313,Australia and New Zealand,Q107323313_Australia_and_New_Zealand,Q107323313_Australia_and_New_Zealand : CountryRegion ;,Q107323313_Australia_and_New_Zealand = mkNP Australia_and_New_Zealand_N ;,"Australia_and_New_Zealand_N : N = mkN ""Australia and New Zealand"" ;"
http://www.wikidata.org/entity/Q3960,Q3960,Australian continent,Q3960_Australian_continent,Q3960_Australian_continent : CountryRegion ;,Q3960_Australian_continent = mkNP Australian_continent_N ;,"Australian_continent_N : N = mkN ""Australian continent"" ;"
http://www.wikidata.org/entity/Q23522,Q23522,Balkans,Q23522_Balkans,Q23522_Balkans : CountryRegion ;,Q23522_Balkans = mkNP Balkans_N ;,"Balkans_N : N = mkN ""Balkans"" ;"
http://www.wikidata.org/entity/Q39731,Q39731,Baltic states,Q39731_Baltic_states,Q39731_Baltic_states : CountryRegion ;,Q39731_Baltic_states = mkNP Baltic_states_N ;,"Baltic_states_N : N = mkN ""Baltic states"" ;"
http://www.wikidata.org/entity/Q664609,Q664609,Caribbean,Q664609_Caribbean,Q664609_Caribbean : CountryRegion ;,Q664609_Caribbean = mkNP Caribbean_N ;,"Caribbean_N : N = mkN ""Caribbean"" ;"
http://www.wikidata.org/entity/Q18869,Q18869,Caucasus,Q18869_Caucasus,Q18869_Caucasus : CountryRegion ;,Q18869_Caucasus = mkNP Caucasus_N ;,"Caucasus_N : N = mkN ""Caucasus"" ;"
http://www.wikidata.org/entity/Q27433,Q27433,Central Africa,Q27433_Central_Africa,Q27433_Central_Africa : CountryRegion ;,Q27433_Central_Africa = mkNP Central_Africa_N ;,"Central_Africa_N : N = mkN ""Central Africa"" ;"
http://www.wikidata.org/entity/Q27275,Q27275,Central Asia,Q27275_Central_Asia,Q27275_Central_Asia : CountryRegion ;,Q27275_Central_Asia = mkNP Central_Asia_N ;,"Central_Asia_N : N = mkN ""Central Asia"" ;"
http://www.wikidata.org/entity/Q27509,Q27509,Central Europe,Q27509_Central_Europe,Q27509_Central_Europe : CountryRegion ;,Q27509_Central_Europe = mkNP Central_Europe_N ;,"Central_Europe_N : N = mkN ""Central Europe"" ;"
http://www.wikidata.org/entity/Q18479603,Q18479603,Continental Central America,Q18479603_Continental_Central_America,Q18479603_Continental_Central_America : CountryRegion ;,Q18479603_Continental_Central_America = mkNP Continental_Central_America_N ;,"Continental_Central_America_N : N = mkN ""Continental Central America"" ;"
http://www.wikidata.org/entity/Q5317255,Q5317255,Dutch Caribbean,Q5317255_Dutch_Caribbean,Q5317255_Dutch_Caribbean : CountryRegion ;,Q5317255_Dutch_Caribbean = mkNP Dutch_Caribbean_N ;,"Dutch_Caribbean_N : N = mkN ""Dutch Caribbean"" ;"
http://www.wikidata.org/entity/Q27407,Q27407,East Africa,Q27407_East_Africa,Q27407_East_Africa : CountryRegion ;,Q27407_East_Africa = mkNP East_Africa_N ;,"East_Africa_N : N = mkN ""East Africa"" ;"
http://www.wikidata.org/entity/Q27231,Q27231,East Asia,Q27231_East_Asia,Q27231_East_Asia : CountryRegion ;,Q27231_East_Asia = mkNP East_Asia_N ;,"East_Asia_N : N = mkN ""East Asia"" ;"
http://www.wikidata.org/entity/Q27468,Q27468,Eastern Europe,Q27468_Eastern_Europe,Q27468_Eastern_Europe : CountryRegion ;,Q27468_Eastern_Europe = mkNP Eastern_Europe_N ;,"Eastern_Europe_N : N = mkN ""Eastern Europe"" ;"
http://www.wikidata.org/entity/Q46,Q46,Europe,Q46_Europe,Q46_Europe : CountryRegion ;,Q46_Europe = mkNP Europe_N ;,"Europe_N : N = mkN ""Europe"" ;"
http://www.wikidata.org/entity/Q604496,Q604496,Fennoscandia,Q604496_Fennoscandia,Q604496_Fennoscandia : CountryRegion ;,Q604496_Fennoscandia = mkNP Fennoscandia_N ;,"Fennoscandia_N : N = mkN ""Fennoscandia"" ;"
http://www.wikidata.org/entity/Q377916,Q377916,Ibero-America,Q377916_Ibero_America,Q377916_Ibero_America : CountryRegion ;,Q377916_Ibero_America = mkNP Ibero_America_N ;,"Ibero_America_N : N = mkN ""Ibero-America"" ;"
http://www.wikidata.org/entity/Q12585,Q12585,Latin America,Q12585_Latin_America,Q12585_Latin_America : CountryRegion ;,Q12585_Latin_America = mkNP Latin_America_N ;,"Latin_America_N : N = mkN ""Latin America"" ;"
http://www.wikidata.org/entity/Q81483,Q81483,Levant,Q81483_Levant,Q81483_Levant : CountryRegion ;,Q81483_Levant = mkNP Levant_N ;,"Levant_N : N = mkN ""Levant"" ;"
http://www.wikidata.org/entity/Q43467,Q43467,Mainland Southeast Asia,Q43467_Mainland_Southeast_Asia,Q43467_Mainland_Southeast_Asia : CountryRegion ;,Q43467_Mainland_Southeast_Asia = mkNP Mainland_Southeast_Asia_N ;,"Mainland_Southeast_Asia_N : N = mkN ""Mainland Southeast Asia"" ;"
http://www.wikidata.org/entity/Q37394,Q37394,Melanesia,Q37394_Melanesia,Q37394_Melanesia : CountryRegion ;,Q37394_Melanesia = mkNP Melanesia_N ;,"Melanesia_N : N = mkN ""Melanesia"" ;"
http://www.wikidata.org/entity/Q3359409,Q3359409,Micronesia,Q3359409_Micronesia,Q3359409_Micronesia : CountryRegion ;,Q3359409_Micronesia = mkNP Micronesia_N ;,"Micronesia_N : N = mkN ""Micronesia"" ;"
http://www.wikidata.org/entity/Q29876,Q29876,Middle America,Q29876_Middle_America,Q29876_Middle_America : CountryRegion ;,Q29876_Middle_America = mkNP Middle_America_N ;,"Middle_America_N : N = mkN ""Middle America"" ;"
http://www.wikidata.org/entity/Q7204,Q7204,Middle East,Q7204_Middle_East,Q7204_Middle_East : CountryRegion ;,Q7204_Middle_East = mkNP Middle_East_N ;,"Middle_East_N : N = mkN ""Middle East"" ;"
http://www.wikidata.org/entity/Q27381,Q27381,North Africa,Q27381_North_Africa,Q27381_North_Africa : CountryRegion ;,Q27381_North_Africa = mkNP North_Africa_N ;,"North_Africa_N : N = mkN ""North Africa"" ;"
http://www.wikidata.org/entity/Q49,Q49,North America,Q49_North_America,Q49_North_America : CountryRegion ;,Q49_North_America = mkNP North_America_N ;,"North_America_N : N = mkN ""North America"" ;"
http://www.wikidata.org/entity/Q27479,Q27479,Northern Europe,Q27479_Northern_Europe,Q27479_Northern_Europe : CountryRegion ;,Q27479_Northern_Europe = mkNP Northern_Europe_N ;,"Northern_Europe_N : N = mkN ""Northern Europe"" ;"
http://www.wikidata.org/entity/Q55643,Q55643,Oceania,Q55643_Oceania,Q55643_Oceania : CountryRegion ;,Q55643_Oceania = mkNP Oceania_N ;,"Oceania_N : N = mkN ""Oceania"" ;"
http://www.wikidata.org/entity/Q23792,Q23792,Palestine (region),Q23792_Palestine_region,Q23792_Palestine_region : CountryRegion ;,Q23792_Palestine_region = mkNP Palestine_region_N ;,"Palestine_region_N : N = mkN ""Palestine (region)"" ;"
http://www.wikidata.org/entity/Q35942,Q35942,Polynesia,Q35942_Polynesia,Q35942_Polynesia : CountryRegion ;,Q35942_Polynesia = mkNP Polynesia_N ;,"Polynesia_N : N = mkN ""Polynesia"" ;"
http://www.wikidata.org/entity/Q21195,Q21195,Scandinavia,Q21195_Scandinavia,Q21195_Scandinavia : CountryRegion ;,Q21195_Scandinavia = mkNP Scandinavia_N ;,"Scandinavia_N : N = mkN ""Scandinavia"" ;"
http://www.wikidata.org/entity/Q18,Q18,South America,Q18_South_America,Q18_South_America : CountryRegion ;,Q18_South_America = mkNP South_America_N ;,"South_America_N : N = mkN ""South America"" ;"
http://www.wikidata.org/entity/Q771405,Q771405,South Asia,Q771405_South_Asia,Q771405_South_Asia : CountryRegion ;,Q771405_South_Asia = mkNP South_Asia_N ;,"South_Asia_N : N = mkN ""South Asia"" ;"
http://www.wikidata.org/entity/Q2749444,Q2749444,South-West Europe,Q2749444_South_West_Europe,Q2749444_South_West_Europe : CountryRegion ;,Q2749444_South_West_Europe = mkNP South_West_Europe_N ;,"South_West_Europe_N : N = mkN ""South-West Europe"" ;"
http://www.wikidata.org/entity/Q7569281,Q7569281,Southeast Africa,Q7569281_Southeast_Africa,Q7569281_Southeast_Africa : CountryRegion ;,Q7569281_Southeast_Africa = mkNP Southeast_Africa_N ;,"Southeast_Africa_N : N = mkN ""Southeast Africa"" ;"
http://www.wikidata.org/entity/Q11708,Q11708,Southeast Asia,Q11708_Southeast_Asia,Q11708_Southeast_Asia : CountryRegion ;,Q11708_Southeast_Asia = mkNP Southeast_Asia_N ;,"Southeast_Asia_N : N = mkN ""Southeast Asia"" ;"
http://www.wikidata.org/entity/Q263686,Q263686,Southeast Europe,Q263686_Southeast_Europe,Q263686_Southeast_Europe : CountryRegion ;,Q263686_Southeast_Europe = mkNP Southeast_Europe_N ;,"Southeast_Europe_N : N = mkN ""Southeast Europe"" ;"
http://www.wikidata.org/entity/Q27394,Q27394,Southern Africa,Q27394_Southern_Africa,Q27394_Southern_Africa : CountryRegion ;,Q27394_Southern_Africa = mkNP Southern_Africa_N ;,"Southern_Africa_N : N = mkN ""Southern Africa"" ;"
http://www.wikidata.org/entity/Q236118,Q236118,Southern Cone,Q236118_Southern_Cone,Q236118_Southern_Cone : CountryRegion ;,Q236118_Southern_Cone = mkNP Southern_Cone_N ;,"Southern_Cone_N : N = mkN ""Southern Cone"" ;"
http://www.wikidata.org/entity/Q27449,Q27449,Southern Europe,Q27449_Southern_Europe,Q27449_Southern_Europe : CountryRegion ;,Q27449_Southern_Europe = mkNP Southern_Europe_N ;,"Southern_Europe_N : N = mkN ""Southern Europe"" ;"
http://www.wikidata.org/entity/Q1211919,Q1211919,Soviet Central Asia,Q1211919_Soviet_Central_Asia,Q1211919_Soviet_Central_Asia : CountryRegion ;,Q1211919_Soviet_Central_Asia = mkNP Soviet_Central_Asia_N ;,"Soviet_Central_Asia_N : N = mkN ""Soviet Central Asia"" ;"
http://www.wikidata.org/entity/Q132959,Q132959,Sub-Saharan Africa,Q132959_Sub_Saharan_Africa,Q132959_Sub_Saharan_Africa : CountryRegion ;,Q132959_Sub_Saharan_Africa = mkNP Sub_Saharan_Africa_N ;,"Sub_Saharan_Africa_N : N = mkN ""Sub-Saharan Africa"" ;"
http://www.wikidata.org/entity/Q7856408,Q7856408,Turtle Island,Q7856408_Turtle_Island,Q7856408_Turtle_Island : CountryRegion ;,Q7856408_Turtle_Island = mkNP Turtle_Island_N ;,"Turtle_Island_N : N = mkN ""Turtle Island"" ;"
http://www.wikidata.org/entity/Q4412,Q4412,West Africa,Q4412_West_Africa,Q4412_West_Africa : CountryRegion ;,Q4412_West_Africa = mkNP West_Africa_N ;,"West_Africa_N : N = mkN ""West Africa"" ;"
http://www.wikidata.org/entity/Q27293,Q27293,West Asia,Q27293_West_Asia,Q27293_West_Asia : CountryRegion ;,Q27293_West_Asia = mkNP West_Asia_N ;,"West_Asia_N : N = mkN ""West Asia"" ;"
http://www.wikidata.org/entity/Q27496,Q27496,Western Europe,Q27496_Western_Europe,Q27496_Western_Europe : CountryRegion ;,Q27496_Western_Europe = mkNP Western_Europe_N ;,"Western_Europe_N : N = mkN ""Western Europe"" ;"
