language,entity id,languageLabel,function name,abstract line,eng concrete line,eng lexicon line
http://www.wikidata.org/entity/Q56482,Q56482,Shan,Q56482_Shan,Q56482_Shan : Language ;,Q56482_Shan = mkNP Shan_N ;,"Shan_N : N = mkN ""Shan"" ;"
http://www.wikidata.org/entity/Q33274,Q33274,Shawiya,Q33274_Shawiya,Q33274_Shawiya : Language ;,Q33274_Shawiya = mkNP Shawiya_N ;,"Shawiya_N : N = mkN ""Shawiya"" ;"
http://www.wikidata.org/entity/Q36486,Q36486,Shilluk,Q36486_Shilluk,Q36486_Shilluk : Language ;,Q36486_Shilluk = mkNP Shilluk_N ;,"Shilluk_N : N = mkN ""Shilluk"" ;"
http://www.wikidata.org/entity/Q34004,Q34004,Shona,Q34004_Shona,Q34004_Shona : Language ;,Q34004_Shona = mkNP Shona_N ;,"Shona_N : N = mkN ""Shona"" ;"
http://www.wikidata.org/entity/Q56497,Q56497,Shuwa,Q56497_Shuwa,Q56497_Shuwa : Language ;,Q56497_Shuwa = mkNP Shuwa_N ;,"Shuwa_N : N = mkN ""Shuwa"" ;"
http://www.wikidata.org/entity/Q33973,Q33973,Sicilian,Q33973_Sicilian,Q33973_Sicilian : Language ;,Q33973_Sicilian = mkNP Sicilian_N ;,"Sicilian_N : N = mkN ""Sicilian"" ;"
http://www.wikidata.org/entity/Q33786,Q33786,Sidamo,Q33786_Sidamo,Q33786_Sidamo : Language ;,Q33786_Sidamo = mkNP Sidamo_N ;,"Sidamo_N : N = mkN ""Sidamo"" ;"
http://www.wikidata.org/entity/Q33997,Q33997,Sindhi,Q33997_Sindhi,Q33997_Sindhi : Language ;,Q33997_Sindhi = mkNP Sindhi_N ;,"Sindhi_N : N = mkN ""Sindhi"" ;"
http://www.wikidata.org/entity/Q13267,Q13267,Sinhala,Q13267_Sinhala,Q13267_Sinhala : Language ;,Q13267_Sinhala = mkNP Sinhala_N ;,"Sinhala_N : N = mkN ""Sinhala"" ;"
http://www.wikidata.org/entity/Q9058,Q9058,Slovak,Q9058_Slovak,Q9058_Slovak : Language ;,Q9058_Slovak = mkNP Slovak_N ;,"Slovak_N : N = mkN ""Slovak"" ;"
http://www.wikidata.org/entity/Q9063,Q9063,Slovene,Q9063_Slovene,Q9063_Slovene : Language ;,Q9063_Slovene = mkNP Slovene_N ;,"Slovene_N : N = mkN ""Slovene"" ;"
http://www.wikidata.org/entity/Q13275,Q13275,Somali,Q13275_Somali,Q13275_Somali : Language ;,Q13275_Somali = mkNP Somali_N ;,"Somali_N : N = mkN ""Somali"" ;"
http://www.wikidata.org/entity/Q36660,Q36660,Soninke,Q36660_Soninke,Q36660_Soninke : Language ;,Q36660_Soninke = mkNP Soninke_N ;,"Soninke_N : N = mkN ""Soninke"" ;"
http://www.wikidata.org/entity/Q36811,Q36811,Sorani,Q36811_Sorani,Q36811_Sorani : Language ;,Q36811_Sorani = mkNP Sorani_N ;,"Sorani_N : N = mkN ""Sorani"" ;"
http://www.wikidata.org/entity/Q3449805,Q3449805,South Azerbaijani,Q3449805_South_Azerbaijani,Q3449805_South_Azerbaijani : Language ;,Q3449805_South_Azerbaijani = mkNP South_Azerbaijani_N ;,"South_Azerbaijani_N : N = mkN ""South Azerbaijani"" ;"
http://www.wikidata.org/entity/Q1307730,Q1307730,South Bolivian Quechua,Q1307730_South_Bolivian_Quechua,Q1307730_South_Bolivian_Quechua : Language ;,Q1307730_South_Bolivian_Quechua = mkNP South_Bolivian_Quechua_N ;,"South_Bolivian_Quechua_N : N = mkN ""South Bolivian Quechua"" ;"
http://www.wikidata.org/entity/Q55633582,Q55633582,South Levantine Arabic,Q55633582_South_Levantine_Arabic,Q55633582_South_Levantine_Arabic : Language ;,Q55633582_South_Levantine_Arabic = mkNP South_Levantine_Arabic_N ;,"South_Levantine_Arabic_N : N = mkN ""South Levantine Arabic"" ;"
http://www.wikidata.org/entity/Q1496597,Q1496597,Southern Kurdish,Q1496597_Southern_Kurdish,Q1496597_Southern_Kurdish : Language ;,Q1496597_Southern_Kurdish = mkNP Southern_Kurdish_N ;,"Southern_Kurdish_N : N = mkN ""Southern Kurdish"" ;"
http://www.wikidata.org/entity/Q36495,Q36495,Southern Min,Q36495_Southern_Min,Q36495_Southern_Min : Language ;,Q36495_Southern_Min = mkNP Southern_Min_N ;,"Southern_Min_N : N = mkN ""Southern Min"" ;"
http://www.wikidata.org/entity/Q16112855,Q16112855,Southern Pashto,Q16112855_Southern_Pashto,Q16112855_Southern_Pashto : Language ;,Q16112855_Southern_Pashto = mkNP Southern_Pashto_N ;,"Southern_Pashto_N : N = mkN ""Southern Pashto"" ;"
http://www.wikidata.org/entity/Q56508,Q56508,Southern Thai,Q56508_Southern_Thai,Q56508_Southern_Thai : Language ;,Q56508_Southern_Thai = mkNP Southern_Thai_N ;,"Southern_Thai_N : N = mkN ""Southern Thai"" ;"
http://www.wikidata.org/entity/Q1066787,Q1066787,Southern Uzbek,Q1066787_Southern_Uzbek,Q1066787_Southern_Uzbek : Language ;,Q1066787_Southern_Uzbek = mkNP Southern_Uzbek_N ;,"Southern_Uzbek_N : N = mkN ""Southern Uzbek"" ;"
http://www.wikidata.org/entity/Q1321,Q1321,Spanish,Q1321_Spanish,Q1321_Spanish : Language ;,Q1321_Spanish = mkNP Spanish_N ;,"Spanish_N : N = mkN ""Spanish"" ;"
http://www.wikidata.org/entity/Q727694,Q727694,Standard Chinese,Q727694_Standard_Chinese,Q727694_Standard_Chinese : Language ;,Q727694_Standard_Chinese = mkNP Standard_Chinese_N ;,"Standard_Chinese_N : N = mkN ""Standard Chinese"" ;"
http://www.wikidata.org/entity/Q12361545,Q12361545,Standard Estonian,Q12361545_Standard_Estonian,Q12361545_Standard_Estonian : Language ;,Q12361545_Standard_Estonian = mkNP Standard_Estonian_N ;,"Standard_Estonian_N : N = mkN ""Standard Estonian"" ;"
http://www.wikidata.org/entity/Q110620923,Q110620923,Standard Indonesian,Q110620923_Standard_Indonesian,Q110620923_Standard_Indonesian : Language ;,Q110620923_Standard_Indonesian = mkNP Standard_Indonesian_N ;,"Standard_Indonesian_N : N = mkN ""Standard Indonesian"" ;"
http://www.wikidata.org/entity/Q17993025,Q17993025,Standard Persian,Q17993025_Standard_Persian,Q17993025_Standard_Persian : Language ;,Q17993025_Standard_Persian = mkNP Standard_Persian_N ;,"Standard_Persian_N : N = mkN ""Standard Persian"" ;"
http://www.wikidata.org/entity/Q56573,Q56573,Sudanese Arabic,Q56573_Sudanese_Arabic,Q56573_Sudanese_Arabic : Language ;,Q56573_Sudanese_Arabic = mkNP Sudanese_Arabic_N ;,"Sudanese_Arabic_N : N = mkN ""Sudanese Arabic"" ;"
http://www.wikidata.org/entity/Q2638144,Q2638144,Sukuma,Q2638144_Sukuma,Q2638144_Sukuma : Language ;,Q2638144_Sukuma = mkNP Sukuma_N ;,"Sukuma_N : N = mkN ""Sukuma"" ;"
http://www.wikidata.org/entity/Q34002,Q34002,Sundanese,Q34002_Sundanese,Q34002_Sundanese : Language ;,Q34002_Sundanese = mkNP Sundanese_N ;,"Sundanese_N : N = mkN ""Sundanese"" ;"
http://www.wikidata.org/entity/Q33990,Q33990,Susu,Q33990_Susu,Q33990_Susu : Language ;,Q33990_Susu = mkNP Susu_N ;,"Susu_N : N = mkN ""Susu"" ;"
http://www.wikidata.org/entity/Q7838,Q7838,Swahili,Q7838_Swahili,Q7838_Swahili : Language ;,Q7838_Swahili = mkNP Swahili_N ;,"Swahili_N : N = mkN ""Swahili"" ;"
http://www.wikidata.org/entity/Q3197533,Q3197533,Swahili,Q3197533_Swahili,Q3197533_Swahili : Language ;,Q3197533_Swahili = mkNP Swahili_N ;,"Swahili_N : N = mkN ""Swahili"" ;"
http://www.wikidata.org/entity/Q34014,Q34014,Swazi,Q34014_Swazi,Q34014_Swazi : Language ;,Q34014_Swazi = mkNP Swazi_N ;,"Swazi_N : N = mkN ""Swazi"" ;"
http://www.wikidata.org/entity/Q9027,Q9027,Swedish,Q9027_Swedish,Q9027_Swedish : Language ;,Q9027_Swedish = mkNP Swedish_N ;,"Swedish_N : N = mkN ""Swedish"" ;"
http://www.wikidata.org/entity/Q387066,Q387066,Swiss German,Q387066_Swiss_German,Q387066_Swiss_German : Language ;,Q387066_Swiss_German = mkNP Swiss_German_N ;,"Swiss_German_N : N = mkN ""Swiss German"" ;"
http://www.wikidata.org/entity/Q2044560,Q2044560,Sylheti,Q2044560_Sylheti,Q2044560_Sylheti : Language ;,Q2044560_Sylheti = mkNP Sylheti_N ;,"Sylheti_N : N = mkN ""Sylheti"" ;"
http://www.wikidata.org/entity/Q34152,Q34152,Tachelhit,Q34152_Tachelhit,Q34152_Tachelhit : Language ;,Q34152_Tachelhit = mkNP Tachelhit_N ;,"Tachelhit_N : N = mkN ""Tachelhit"" ;"
http://www.wikidata.org/entity/Q34057,Q34057,Tagalog,Q34057_Tagalog,Q34057_Tagalog : Language ;,Q34057_Tagalog = mkNP Tagalog_N ;,"Tagalog_N : N = mkN ""Tagalog"" ;"
http://www.wikidata.org/entity/Q9260,Q9260,Tajik,Q9260_Tajik,Q9260_Tajik : Language ;,Q9260_Tajik = mkNP Tajik_N ;,"Tajik_N : N = mkN ""Tajik"" ;"
http://www.wikidata.org/entity/Q5885,Q5885,Tamil,Q5885_Tamil,Q5885_Tamil : Language ;,Q5885_Tamil = mkNP Tamil_N ;,"Tamil_N : N = mkN ""Tamil"" ;"
http://www.wikidata.org/entity/Q34174,Q34174,Tarifit,Q34174_Tarifit,Q34174_Tarifit : Language ;,Q34174_Tarifit = mkNP Tarifit_N ;,"Tarifit_N : N = mkN ""Tarifit"" ;"
http://www.wikidata.org/entity/Q25285,Q25285,Tatar,Q25285_Tatar,Q25285_Tatar : Language ;,Q25285_Tatar = mkNP Tatar_N ;,"Tatar_N : N = mkN ""Tatar"" ;"
http://www.wikidata.org/entity/Q34142,Q34142,Tausug,Q34142_Tausug,Q34142_Tausug : Language ;,Q34142_Tausug = mkNP Tausug_N ;,"Tausug_N : N = mkN ""Tausug"" ;"
http://www.wikidata.org/entity/Q56579,Q56579,Taʽizzi-Adeni Arabic,Q56579_Taizzi_Adeni_Arabic,Q56579_Taizzi_Adeni_Arabic : Language ;,Q56579_Taizzi_Adeni_Arabic = mkNP Taizzi_Adeni_Arabic_N ;,"Taizzi_Adeni_Arabic_N : N = mkN ""Taʽizzi-Adeni Arabic"" ;"
http://www.wikidata.org/entity/Q8097,Q8097,Telugu,Q8097_Telugu,Q8097_Telugu : Language ;,Q8097_Telugu = mkNP Telugu_N ;,"Telugu_N : N = mkN ""Telugu"" ;"
http://www.wikidata.org/entity/Q9217,Q9217,Thai,Q9217_Thai,Q9217_Thai : Language ;,Q9217_Thai = mkNP Thai_N ;,"Thai_N : N = mkN ""Thai"" ;"
http://www.wikidata.org/entity/Q34271,Q34271,Tibetan,Q34271_Tibetan,Q34271_Tibetan : Language ;,Q34271_Tibetan = mkNP Tibetan_N ;,"Tibetan_N : N = mkN ""Tibetan"" ;"
http://www.wikidata.org/entity/Q34124,Q34124,Tigrinya,Q34124_Tigrinya,Q34124_Tigrinya : Language ;,Q34124_Tigrinya = mkNP Tigrinya_N ;,"Tigrinya_N : N = mkN ""Tigrinya"" ;"
http://www.wikidata.org/entity/Q33017,Q33017,Toba Batak,Q33017_Toba_Batak,Q33017_Toba_Batak : Language ;,Q33017_Toba_Batak = mkNP Toba_Batak_N ;,"Toba_Batak_N : N = mkN ""Toba Batak"" ;"
http://www.wikidata.org/entity/Q34159,Q34159,Tok Pisin,Q34159_Tok_Pisin,Q34159_Tok_Pisin : Language ;,Q34159_Tok_Pisin = mkNP Tok_Pisin_N ;,"Tok_Pisin_N : N = mkN ""Tok Pisin"" ;"
http://www.wikidata.org/entity/Q34101,Q34101,Tonga,Q34101_Tonga,Q34101_Tonga : Language ;,Q34101_Tonga = mkNP Tonga_N ;,"Tonga_N : N = mkN ""Tonga"" ;"
http://www.wikidata.org/entity/Q180937,Q180937,Tosk,Q180937_Tosk,Q180937_Tosk : Language ;,Q180937_Tosk = mkNP Tosk_N ;,"Tosk_N : N = mkN ""Tosk"" ;"
http://www.wikidata.org/entity/Q34327,Q34327,Tsonga,Q34327_Tsonga,Q34327_Tsonga : Language ;,Q34327_Tsonga = mkNP Tsonga_N ;,"Tsonga_N : N = mkN ""Tsonga"" ;"
http://www.wikidata.org/entity/Q2085051,Q2085051,Tswa,Q2085051_Tswa,Q2085051_Tswa : Language ;,Q2085051_Tswa = mkNP Tswa_N ;,"Tswa_N : N = mkN ""Tswa"" ;"
http://www.wikidata.org/entity/Q34137,Q34137,Tswana,Q34137_Tswana,Q34137_Tswana : Language ;,Q34137_Tswana = mkNP Tswana_N ;,"Tswana_N : N = mkN ""Tswana"" ;"
http://www.wikidata.org/entity/Q34065,Q34065,Tuareg,Q34065_Tuareg,Q34065_Tuareg : Language ;,Q34065_Tuareg = mkNP Tuareg_N ;,"Tuareg_N : N = mkN ""Tuareg"" ;"
http://www.wikidata.org/entity/Q34251,Q34251,Tulu,Q34251_Tulu,Q34251_Tulu : Language ;,Q34251_Tulu = mkNP Tulu_N ;,"Tulu_N : N = mkN ""Tulu"" ;"
http://www.wikidata.org/entity/Q34138,Q34138,Tumbuka,Q34138_Tumbuka,Q34138_Tumbuka : Language ;,Q34138_Tumbuka = mkNP Tumbuka_N ;,"Tumbuka_N : N = mkN ""Tumbuka"" ;"
http://www.wikidata.org/entity/Q56240,Q56240,Tunisian Arabic,Q56240_Tunisian_Arabic,Q56240_Tunisian_Arabic : Language ;,Q56240_Tunisian_Arabic = mkNP Tunisian_Arabic_N ;,"Tunisian_Arabic_N : N = mkN ""Tunisian Arabic"" ;"
http://www.wikidata.org/entity/Q256,Q256,Turkish,Q256_Turkish,Q256_Turkish : Language ;,Q256_Turkish = mkNP Turkish_N ;,"Turkish_N : N = mkN ""Turkish"" ;"
http://www.wikidata.org/entity/Q9267,Q9267,Turkmen,Q9267_Turkmen,Q9267_Turkmen : Language ;,Q9267_Turkmen = mkNP Turkmen_N ;,"Turkmen_N : N = mkN ""Turkmen"" ;"
http://www.wikidata.org/entity/Q36850,Q36850,Twi,Q36850_Twi,Q36850_Twi : Language ;,Q36850_Twi = mkNP Twi_N ;,"Twi_N : N = mkN ""Twi"" ;"
http://www.wikidata.org/entity/Q2511476,Q2511476,Tày,Q2511476_Tay,Q2511476_Tay : Language ;,Q2511476_Tay = mkNP Tay_N ;,"Tay_N : N = mkN ""Tày"" ;"
http://www.wikidata.org/entity/Q8798,Q8798,Ukrainian,Q8798_Ukrainian,Q8798_Ukrainian : Language ;,Q8798_Ukrainian = mkNP Ukrainian_N ;,"Ukrainian_N : N = mkN ""Ukrainian"" ;"
http://www.wikidata.org/entity/Q36983,Q36983,Umbundu,Q36983_Umbundu,Q36983_Umbundu : Language ;,Q36983_Umbundu = mkNP Umbundu_N ;,"Umbundu_N : N = mkN ""Umbundu"" ;"
http://www.wikidata.org/entity/Q699284,Q699284,Upper Saxon,Q699284_Upper_Saxon,Q699284_Upper_Saxon : Language ;,Q699284_Upper_Saxon = mkNP Upper_Saxon_N ;,"Upper_Saxon_N : N = mkN ""Upper Saxon"" ;"
http://www.wikidata.org/entity/Q36663,Q36663,Urhobo,Q36663_Urhobo,Q36663_Urhobo : Language ;,Q36663_Urhobo = mkNP Urhobo_N ;,"Urhobo_N : N = mkN ""Urhobo"" ;"
http://www.wikidata.org/entity/Q13263,Q13263,Uyghur,Q13263_Uyghur,Q13263_Uyghur : Language ;,Q13263_Uyghur = mkNP Uyghur_N ;,"Uyghur_N : N = mkN ""Uyghur"" ;"
http://www.wikidata.org/entity/Q9264,Q9264,Uzbek,Q9264_Uzbek,Q9264_Uzbek : Language ;,Q9264_Uzbek = mkNP Uzbek_N ;,"Uzbek_N : N = mkN ""Uzbek"" ;"
http://www.wikidata.org/entity/Q32641,Q32641,Valencian,Q32641_Valencian,Q32641_Valencian : Language ;,Q32641_Valencian = mkNP Valencian_N ;,"Valencian_N : N = mkN ""Valencian"" ;"
http://www.wikidata.org/entity/Q32704,Q32704,Venda,Q32704_Venda,Q32704_Venda : Language ;,Q32704_Venda = mkNP Venda_N ;,"Venda_N : N = mkN ""Venda"" ;"
http://www.wikidata.org/entity/Q32724,Q32724,Venetian,Q32724_Venetian,Q32724_Venetian : Language ;,Q32724_Venetian = mkNP Venetian_N ;,"Venetian_N : N = mkN ""Venetian"" ;"
http://www.wikidata.org/entity/Q9199,Q9199,Vietnamese,Q9199_Vietnamese,Q9199_Vietnamese : Language ;,Q9199_Vietnamese = mkNP Vietnamese_N ;,"Vietnamese_N : N = mkN ""Vietnamese"" ;"
http://www.wikidata.org/entity/Q34279,Q34279,Waray,Q34279_Waray,Q34279_Waray : Language ;,Q34279_Waray = mkNP Waray_N ;,"Waray_N : N = mkN ""Waray"" ;"
http://www.wikidata.org/entity/Q100103,Q100103,West Flemish,Q100103_West_Flemish,Q100103_West_Flemish : Language ;,Q100103_West_Flemish = mkNP West_Flemish_N ;,"West_Flemish_N : N = mkN ""West Flemish"" ;"
http://www.wikidata.org/entity/Q168446,Q168446,West Low German,Q168446_West_Low_German,Q168446_West_Low_German : Language ;,Q168446_West_Low_German = mkNP West_Low_German_N ;,"West_Low_German_N : N = mkN ""West Low German"" ;"
http://www.wikidata.org/entity/Q180945,Q180945,Western Armenian,Q180945_Western_Armenian,Q180945_Western_Armenian : Language ;,Q180945_Western_Armenian = mkNP Western_Armenian_N ;,"Western_Armenian_N : N = mkN ""Western Armenian"" ;"
http://www.wikidata.org/entity/Q36943,Q36943,Wolayttattuwa,Q36943_Wolayttattuwa,Q36943_Wolayttattuwa : Language ;,Q36943_Wolayttattuwa = mkNP Wolayttattuwa_N ;,"Wolayttattuwa_N : N = mkN ""Wolayttattuwa"" ;"
http://www.wikidata.org/entity/Q34257,Q34257,Wolof,Q34257_Wolof,Q34257_Wolof : Language ;,Q34257_Wolof = mkNP Wolof_N ;,"Wolof_N : N = mkN ""Wolof"" ;"
http://www.wikidata.org/entity/Q34290,Q34290,Wu Chinese,Q34290_Wu_Chinese,Q34290_Wu_Chinese : Language ;,Q34290_Wu_Chinese = mkNP Wu_Chinese_N ;,"Wu_Chinese_N : N = mkN ""Wu Chinese"" ;"
http://www.wikidata.org/entity/Q13218,Q13218,Xhosa,Q13218_Xhosa,Q13218_Xhosa : Language ;,Q13218_Xhosa = mkNP Xhosa_N ;,"Xhosa_N : N = mkN ""Xhosa"" ;"
http://www.wikidata.org/entity/Q13220,Q13220,Xiang Chinese,Q13220_Xiang_Chinese,Q13220_Xiang_Chinese : Language ;,Q13220_Xiang_Chinese = mkNP Xiang_Chinese_N ;,"Xiang_Chinese_N : N = mkN ""Xiang Chinese"" ;"
http://www.wikidata.org/entity/Q8054983,Q8054983,Yongbei Zhuang,Q8054983_Yongbei_Zhuang,Q8054983_Yongbei_Zhuang : Language ;,Q8054983_Yongbei_Zhuang = mkNP Yongbei_Zhuang_N ;,"Yongbei_Zhuang_N : N = mkN ""Yongbei Zhuang"" ;"
http://www.wikidata.org/entity/Q34311,Q34311,Yoruba,Q34311_Yoruba,Q34311_Yoruba : Language ;,Q34311_Yoruba = mkNP Yoruba_N ;,"Yoruba_N : N = mkN ""Yoruba"" ;"
http://www.wikidata.org/entity/Q7033959,Q7033959,Yue Chinese,Q7033959_Yue_Chinese,Q7033959_Yue_Chinese : Language ;,Q7033959_Yue_Chinese = mkNP Yue_Chinese_N ;,"Yue_Chinese_N : N = mkN ""Yue Chinese"" ;"
http://www.wikidata.org/entity/Q10199,Q10199,Zazaki,Q10199_Zazaki,Q10199_Zazaki : Language ;,Q10199_Zazaki = mkNP Zazaki_N ;,"Zazaki_N : N = mkN ""Zazaki"" ;"
http://www.wikidata.org/entity/Q13216,Q13216,Zhuang,Q13216_Zhuang,Q13216_Zhuang : Language ;,Q13216_Zhuang = mkNP Zhuang_N ;,"Zhuang_N : N = mkN ""Zhuang"" ;"
http://www.wikidata.org/entity/Q10179,Q10179,Zulu,Q10179_Zulu,Q10179_Zulu : Language ;,Q10179_Zulu = mkNP Zulu_N ;,"Zulu_N : N = mkN ""Zulu"" ;"
